date,is_public_holiday,day_of_week,is_weekend
22/3/2020,FALSE,Sunday,TRUE
23/3/2020,FALSE,Monday,FALSE
24/3/2020,FALSE,Tuesday,FALSE
25/3/2020,FALSE,Wednesday,FALSE
26/3/2020,FALSE,Thursday,FALSE
27/3/2020,FALSE,Friday,FALSE
28/3/2020,FALSE,Saturday,TRUE
29/3/2020,FALSE,Sunday,TRUE
30/3/2020,FALSE,Monday,FALSE
31/3/2020,FALSE,Tuesday,FALSE
1/4/2020,FALSE,Wednesday,FALSE
2/4/2020,FALSE,Thursday,FALSE
3/4/2020,FALSE,Friday,FALSE
4/4/2020,FALSE,Saturday,TRUE
5/4/2020,FALSE,Sunday,TRUE
6/4/2020,FALSE,Monday,FALSE
7/4/2020,FALSE,Tuesday,FALSE
8/4/2020,FALSE,Wednesday,FALSE
9/4/2020,FALSE,Thursday,FALSE
10/4/2020,TRUE,Friday,FALSE
11/4/2020,FALSE,Saturday,TRUE
12/4/2020,FALSE,Sunday,TRUE
13/4/2020,FALSE,Monday,FALSE
14/4/2020,FALSE,Tuesday,FALSE
15/4/2020,FALSE,Wednesday,FALSE
16/4/2020,FALSE,Thursday,FALSE
17/4/2020,FALSE,Friday,FALSE
18/4/2020,FALSE,Saturday,TRUE
